,subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist,photo_id,gender,height_cm,weight_kg,image_path
10,-tPcFq0SHXzMQftt6mXFdWmSVqSsNKLg1JAC31A9KO0,22.581920623779297,49.14448165893555,26.117015838623047,34.1313362121582,94.67241668701172,25.70744514465332,166.28201293945312,88.92472076416016,75.43853759765625,35.87290573120117,63.74502182006836,47.27751159667969,80.2665786743164,16.6568603515625,e9611ed1334423073edfd60bf55a662e,male,163.0,60.0,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/e9611ed1334423073edfd60bf55a662e.png
11,-wY6jmX5fMbDHGzalzW89SDwCtn9CsItOPr--Z2bKZA,23.3249568939209,51.56865692138672,30.8909854888916,35.068729400634766,99.2065658569336,26.8172550201416,173.0939178466797,99.77027130126952,78.52146911621094,36.5698127746582,67.3136215209961,51.37426376342773,93.46900177001952,16.450830459594727,aa8ffe91715a85348e7806633330d341,male,172.9,72.7,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/aa8ffe91715a85348e7806633330d341.png
12,-ynFzSsRfz40hlq0nzQI-0iG7wNcnj_WYYSsdOyy5wI,22.33539581298828,47.79108047485352,33.45450592041016,33.374759674072266,102.03099822998048,28.36693000793457,165.9588623046875,98.4374542236328,73.84928894042969,36.49642181396485,64.3826904296875,52.60615921020508,88.61717224121094,16.6865177154541,393356c70ba851b975c0902f7ffe1c7a,male,165.5,71.5,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/393356c70ba851b975c0902f7ffe1c7a.png
13,0-XhQ-_PmaT9DVwpTEiOdhAFo0CD2e5T-32D899sQpw,24.34889411926269,51.80320358276367,30.544797897338867,38.399452209472656,105.03558349609376,27.075109481811523,184.33721923828125,105.42310333251952,81.873046875,38.14337921142578,70.82354736328125,50.47244644165039,98.824951171875,16.8619441986084,6541800b63e3f708f961befaa94d2603,male,180.9,81.7,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/6541800b63e3f708f961befaa94d2603.png
14,04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,25.04073143005371,49.42327117919922,33.88666915893555,39.3195686340332,110.18009185791016,28.808082580566406,174.45474243164062,110.6600341796875,78.51648712158203,38.54051971435547,67.50831604003906,57.37968444824219,99.9557113647461,17.179203033447266,96e2a5bceb2acb7fd7e5b9234505ff4f,male,173.05,86.65,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/96e2a5bceb2acb7fd7e5b9234505ff4f.png
15,05QGDWJaVnG3hO2Zc44lxI6oajSeypzBye5n7HiDOyE,23.413911819458008,52.994178771972656,33.26508712768555,36.32673263549805,112.50951385498048,28.200759887695312,177.66407775878906,104.47759246826172,82.27184295654297,38.18268203735352,67.31904602050781,53.316383361816406,107.3368911743164,17.5904483795166,d6f16ee870978d1428896d8501115885,male,176.75,84.05,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/d6f16ee870978d1428896d8501115885.png
16,07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,25.252864837646484,49.73481750488281,29.829132080078125,35.584651947021484,102.67830657958984,27.3344669342041,171.52537536621094,98.98465728759766,77.57263946533203,36.68434524536133,65.53184509277344,50.31557846069336,92.9094696044922,17.122636795043945,a7ddb7ffd1109dcc3034e64f1d55cb51,male,169.5,75.1,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/a7ddb7ffd1109dcc3034e64f1d55cb51.png
17,0E3196x5V49sGp00GuePdIl0QqWVXyzssZ92z7KBt1M,25.627178192138672,53.030372619628906,32.96906661987305,38.18536758422852,105.3108367919922,29.607797622680664,181.9978179931641,104.66577911376952,79.87020111083984,40.66492462158203,72.4503402709961,54.29849243164063,84.67745208740234,19.195890426635746,19c80bf3209de30adb4cadcd7d0ca6bb,male,182.0,82.5,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/19c80bf3209de30adb4cadcd7d0ca6bb.png
18,0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,27.225780487060547,54.95070266723633,32.503780364990234,41.16471099853516,110.59176635742188,30.38478660583496,191.72146606445312,111.42025756835938,89.01629638671875,39.30583572387695,71.49018096923828,56.92919158935547,101.06328582763672,19.44122695922852,acfdcd9031662bbed401388cf2130572,male,191.8,95.65,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/acfdcd9031662bbed401388cf2130572.png
19,0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,27.120737075805664,50.98413848876953,31.837631225585938,43.12046432495117,109.12569427490234,27.07539367675781,177.80682373046875,107.9964370727539,79.79304504394531,38.04731369018555,69.67972564697266,54.86402893066406,105.555908203125,17.8687744140625,d1c19b1a5d6e8ad8176486e4108501cc,male,175.5,89.85,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/d1c19b1a5d6e8ad8176486e4108501cc.png
20,0Up4gP44WpK3WbvwdreR2zu-Y9s2ELCBmK14pX_Xy6Y,24.16373634338379,51.40729522705078,34.12886428833008,38.44260787963867,113.47997283935548,27.644990921020508,178.782958984375,103.95304107666016,81.64118194580078,38.9794921875,67.92595672607422,56.374454498291016,96.8787612915039,15.076398849487305,adf85ccbe7fe09db05a251d3f2a4f97a,male,175.5,87.7,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/adf85ccbe7fe09db05a251d3f2a4f97a.png
21,0dkJQu5l-VuhdjnK9sLKG4_uoOdje8saucJ-hKNZ6JA,24.82344627380371,47.75637435913086,27.339061737060547,33.40538787841797,95.82797241210938,25.36899948120117,166.7430877685547,95.76907348632812,73.6461410522461,35.52895736694336,64.935302734375,49.1158332824707,84.59892272949219,16.03099250793457,5890763702c86f7cd0833bdba6a24ecd,male,168.0,62.6,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/5890763702c86f7cd0833bdba6a24ecd.png
22,0l9HwamjLJaTR-xGupD3A3QEifjvAZCHHfHJaD_68Mo,24.709760665893555,51.357643127441406,29.036375045776367,39.59628677368164,98.67180633544922,25.274158477783203,178.3273468017578,100.0540771484375,79.91876983642578,36.67642593383789,67.53487396240234,54.44832992553711,89.6758804321289,16.30086898803711,d5e88b1fb1e40c038de72ef5fec4be97,male,175.5,74.4,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/d5e88b1fb1e40c038de72ef5fec4be97.png
23,0lIFi-M7wr7XOQFsg7QCmllcLUYOTl7RDKmWT2sH38A,24.85950088500977,48.675071716308594,33.38175582885742,39.021121978759766,108.42538452148438,28.53860855102539,173.67584228515625,102.67672729492188,77.02947998046875,37.50046157836914,68.52118682861328,55.25961685180664,90.942138671875,17.006040573120117,ca6d0ac47772e1cda463ce9603aae326,male,171.8,81.7,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/ca6d0ac47772e1cda463ce9603aae326.png
24,0vRZm0dhtNM4orubmIwUF3jrQIrdfgT7muMh1MTc7JU,27.26638603210449,56.65361022949219,35.027626037597656,40.33827590942383,109.80859375,30.741470336914062,189.37823486328125,107.62317657470705,86.54141998291016,39.981964111328125,71.55625915527344,56.7685775756836,93.29143524169922,19.040958404541016,26bb1ff022792a9e8cb0dba3abc31ab3,male,189.5,93.9,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/26bb1ff022792a9e8cb0dba3abc31ab3.png
25,0wqJ7taytlPRIH9JbcedVeXCM-qNjXS0lJNhCa6uAG8,27.699705123901367,52.02716445922852,38.40901184082031,45.14128494262695,122.55809020996094,32.832359313964844,182.82118225097656,116.69393157958984,80.00447845458984,40.26883316040039,73.177734375,63.71376800537109,114.9693374633789,19.38218688964844,28e316baf53ef240ffa3d0fd8c092b3e,male,181.75,113.8,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/28e316baf53ef240ffa3d0fd8c092b3e.png
26,0x-RaRStbYT1TxaqugxFubx4wwvvxaS4S4RXnEdxy24,24.179622650146484,48.704078674316406,32.47178268432617,38.33621597290039,104.24854278564452,27.38243293762207,173.38916015625,103.77912139892578,76.13001251220703,36.82064437866211,67.05393981933594,55.03826141357422,95.21810150146484,16.29705238342285,527b0425169dfd32d7bf5a07a1a098c8,male,170.0,78.2,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/527b0425169dfd32d7bf5a07a1a098c8.png
27,0xWjwj_aCohCfNcyM7YqLJOLuJlGUsbKftfSUjwaHys,22.9685115814209,48.5946159362793,27.303878784179688,32.80721664428711,94.49571228027344,24.6227970123291,167.200439453125,93.83394622802734,75.24613189697266,36.27778625488281,63.72623443603516,48.70832061767578,85.1277084350586,16.350387573242188,42b40522f4763ad539bbf3bb32dc2860,male,165.5,61.8,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/42b40522f4763ad539bbf3bb32dc2860.png
28,0y4e4KTgGq9H2hcWW9tEQ8bvwYYmAbKm8lVWlSg2l2s,24.059551239013672,49.50361251831055,35.29069900512695,37.76854705810547,109.36864471435548,29.327726364135746,170.4271697998047,101.47643280029295,78.8232650756836,38.16144943237305,62.46938705444336,55.69514465332031,90.23186492919922,16.810251235961914,0471f4df298f55928935aacd2be59d7b,male,166.75,76.9,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/0471f4df298f55928935aacd2be59d7b.png
29,10YcTVisuXzRDPGPFNYphp0w4emPdwGN6E_AdsLTuPE,25.64766502380371,55.42367172241211,31.982723236083984,36.74077606201172,104.17343139648438,27.831987380981445,189.77679443359372,106.5025405883789,85.92388153076172,38.657840728759766,73.31277465820312,56.83971786499024,94.57283020019533,17.266700744628906,b0cbd20d81226fe4a305e049811bc27b,male,191.0,90.4,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/b0cbd20d81226fe4a305e049811bc27b.png
30,141fFgYgNYIebFV2uIE7jmH7kHRAV5NMbFzQz7Her0A,26.472780227661133,49.58602142333984,35.63746643066406,41.1288948059082,116.84011840820312,30.614152908325195,176.36053466796875,119.5794906616211,77.425537109375,39.92809677124024,70.15263366699219,60.51094436645508,112.3038330078125,19.08553123474121,16117cbc3827de4d7ca864449a678863,male,174.0,103.4,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/16117cbc3827de4d7ca864449a678863.png
31,16g6TwQ2kASxk7A66mydC1_YTQ2uY_-eDhUVKIRiXgY,23.38972282409668,46.58535003662109,28.34267234802246,34.162750244140625,95.91622161865234,26.1457576751709,170.9291229248047,94.1266632080078,73.35638427734375,35.84999084472656,65.32471466064453,49.33018493652344,85.20823669433594,16.685117721557617,4a07eab6d9866e04633e6569845191de,male,164.0,65.3,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/4a07eab6d9866e04633e6569845191de.png
32,193hZ00YkXnJkiKzfa2uKF-9sbT7ixqG4KWzAPVvtXU,23.98917007446289,50.57263946533203,27.1478271484375,35.62146759033203,92.68321228027344,24.98356437683105,172.1481170654297,96.11089324951172,79.1534423828125,35.51525115966797,63.06185531616211,52.21268844604492,78.90081787109375,16.246912002563477,f9ece0db777569bc2fe2948db286d0a7,male,173.1,66.6,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/f9ece0db777569bc2fe2948db286d0a7.png
33,1BrP3UbGJXblnMCCmaNTIbGGRJ6SqexqQoEqqFU6z_M,27.24779891967773,51.38987350463867,34.776580810546875,42.41831207275391,118.8440933227539,30.50282287597656,179.12974548339844,110.2225112915039,80.22701263427734,38.64426803588867,68.26292419433594,55.17718124389648,110.42811584472656,19.211061477661133,609fb222ce6591bb0ec1478560e72689,male,176.5,92.8,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/609fb222ce6591bb0ec1478560e72689.png
34,1FlMko83MyFjTP3omeOx1W4681uhSXnoRR3033NvgIQ,24.05124282836914,50.78951644897461,30.906604766845703,38.79723739624024,99.97151184082033,27.134557723999023,169.6356964111328,103.56049346923828,76.04256439208984,36.901634216308594,66.07701110839844,55.00624847412109,92.45298767089844,17.384052276611328,9a7a9f8c97546a30ced62b0428e3b962,male,169.0,75.5,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/9a7a9f8c97546a30ced62b0428e3b962.png
35,1KHGLs9WZ5DC5OlRtIIaOS8al8ZWyNHaceOQAoQOY30,22.334836959838867,45.05311584472656,28.736141204833984,30.26473426818848,94.42191314697266,25.891401290893555,159.917236328125,95.7269058227539,69.6521987915039,35.02826690673828,62.8208236694336,52.247257232666016,78.93727111816406,15.767657279968262,c83bec6559c96b1792f0d17d1692b9b1,male,158.5,58.8,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/c83bec6559c96b1792f0d17d1692b9b1.png
36,1O_1SXmeJeAIGAwsimF0FPABBDNeyt-g8sEjnzuFFm8,26.202655792236328,53.11483383178711,32.57013702392578,42.60979461669922,115.73747253417967,28.054298400878903,184.5908050537109,112.29450988769533,82.72940826416016,37.854923248291016,72.39312744140625,53.11470413208008,110.31468200683594,17.950246810913086,b86a2b509f3ca05c18a4fcbccdcd2ffe,male,183.25,92.15,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/b86a2b509f3ca05c18a4fcbccdcd2ffe.png
37,1R3W5ez3wY5D5sZtyTt4I65vfyeqoonQf8cItdkUyqw,22.40511512756348,49.420013427734375,25.997360229492188,34.20795822143555,85.48236846923828,23.97638320922852,166.36065673828125,90.94426727294922,76.00768280029297,34.65470886230469,61.491512298583984,45.39373016357422,73.43668365478516,15.293212890625,744a3e739272077d9b9c1a45de3bb531,male,166.3,54.6,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/744a3e739272077d9b9c1a45de3bb531.png
38,1TYQwmLcrqpxUdvWkRYWQi3SsbCB9gNLSkZPuGCLzRA,27.460174560546875,52.97970962524414,36.13219451904297,47.16732406616211,120.86772918701172,31.66138458251953,184.72659301757807,119.09381103515624,83.871337890625,40.3421516418457,72.02027130126953,62.36364364624024,120.7682647705078,19.180438995361328,ab2a33c233e3c6996c6a5f81199f732d,male,180.2,111.9,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/ab2a33c233e3c6996c6a5f81199f732d.png
39,1WpL1xrpK6-DNwrAp8FakKOzGZLAZmeYw17ZmyaPF8w,23.697784423828125,50.63304138183594,29.955890655517575,39.3833122253418,107.36824798583984,25.92560386657715,176.13047790527344,106.16272735595705,78.77594757080078,38.34498596191406,66.68832397460938,52.06618881225586,100.65030670166016,15.634169578552246,cb3501a8500ec8ef9b5d755a2ad693d4,male,174.0,82.6,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/cb3501a8500ec8ef9b5d755a2ad693d4.png
40,1WwQ2-G5PJORq2Kz-d4p3pBAoPf8qHuIw2GtsE25bEQ,26.062803268432617,53.63874435424805,27.618709564208984,36.30565643310547,93.49794006347656,27.734519958496094,178.2229461669922,89.90689086914062,86.65924835205078,35.98493194580078,64.80560302734375,51.21700286865234,71.64649200439453,17.24164390563965,63b8ee48740ec255924c278cdf19ea3c,male,178.4,63.5,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/63b8ee48740ec255924c278cdf19ea3c.png
41,1dEksCPtmvHdXrxX4eFMK4g6U1mVMc1Jln7Xmw4Mhl4,24.87523651123047,48.223934173583984,30.027856826782227,37.20077896118164,107.89895629882812,27.8772087097168,172.59158325195312,102.68606567382812,77.22728729248047,37.61933135986328,66.902099609375,53.61049270629883,91.6111068725586,17.516719818115234,797988349575d47bf4e2c71b6a3673ee,male,170.0,77.3,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/797988349575d47bf4e2c71b6a3673ee.png
42,1h1YOTgYdWkDBeOowQ-UOSkvmV6JjhMOMvP8xNGMg9k,23.8083610534668,49.97663879394531,33.735572814941406,38.654205322265625,103.03874969482422,28.59172821044922,174.76226806640625,103.56795501708984,75.91814422607422,37.403846740722656,68.81855773925781,55.68854522705078,89.61148071289062,16.839738845825195,a64d27d1ae58474f8c8c7bce6ec5521a,male,173.8,78.2,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/a64d27d1ae58474f8c8c7bce6ec5521a.png
43,1jLl8NjQyHVM95IHGnTZBxoQ4OX-3fbF06vMmE6Ynr8,23.905208587646484,51.76201248168945,26.96968650817871,36.46891021728516,94.75981903076172,24.952157974243164,177.93508911132812,95.64967346191406,81.2579345703125,37.98137664794922,69.37242126464844,48.73292541503906,85.09166717529297,15.74660301208496,4c20846d5a0aed009aa25915baf73b50,male,177.0,65.3,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/4c20846d5a0aed009aa25915baf73b50.png
44,1nSApcOD6a09iy7U6DOEzyGvDHe9c6-z2lrg56PkEww,25.07793426513672,49.539588928222656,28.833126068115234,34.4145393371582,96.72265625,25.293790817260746,172.59640502929688,94.35323333740234,77.63107299804688,36.30324935913086,65.43775939941406,50.41643524169922,81.01721954345703,16.96176528930664,1863a1e0afb01991368d320c9a9a417c,male,172.0,64.2,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/1863a1e0afb01991368d320c9a9a417c.png
45,1obtJV-1XLXVJLmVLYfge5Q3Tj6KBWRz5lCerwj7hqQ,28.648866653442383,55.44279861450195,43.57382583618164,46.84347534179688,149.62538146972656,33.79820251464844,188.62998962402344,149.68731689453125,84.954345703125,42.8775520324707,76.61418914794922,77.5657958984375,148.1142578125,19.574037551879883,4c17cb03ff39d80a698bf36c5d99d474,male,185.0,159.75,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/4c17cb03ff39d80a698bf36c5d99d474.png
46,1vpJCFKSupem5PPO9F-bvDjy5iKLyHyuryg5RDYyus0,23.38196563720703,48.63140106201172,29.32096099853516,34.152713775634766,104.44013214111328,26.774526596069336,171.53518676757812,101.3090362548828,76.78570556640625,36.51095199584961,65.63806915283203,51.06829071044922,95.42615509033205,16.337650299072266,ec6ba6939808377a26e0c7102fae2923,male,170.2,74.3,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/ec6ba6939808377a26e0c7102fae2923.png
47,1w7nIkCw-64YGiwLF-t2TG5W0gw4m_--U4AGmk8epi0,26.351953506469727,49.982460021972656,31.8552188873291,39.7554817199707,106.46698760986328,28.062824249267575,180.68975830078125,102.87213134765624,77.23497772216797,37.569786071777344,70.4169692993164,56.06754684448242,93.48493957519533,18.466920852661133,60e4e248c2e9a158ae9aeaac9b6224c9,male,179.05,85.35,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/60e4e248c2e9a158ae9aeaac9b6224c9.png
48,1wnLRnKeD8J_SZqoNj8SaPzM4QHxSYwdhIuPtXyMFfw,24.912601470947266,51.21212005615234,34.26433181762695,38.7002067565918,107.3228759765625,29.12591552734375,177.430908203125,105.86248016357422,79.0982437133789,38.83955383300781,68.93282318115234,57.79862976074219,93.08509826660156,16.952896118164062,6b9e05aefd3b1520ae4a8c9640b1c419,male,178.0,84.5,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/6b9e05aefd3b1520ae4a8c9640b1c419.png
49,1xb1HyZlruyHo-LV5i4yYBt8JImpxS8qkXIsG6Pabqk,26.63434219360352,48.38962173461914,32.430057525634766,38.69637298583984,99.82012176513672,27.94725799560547,169.94754028320312,98.57194519042967,75.80091094970703,37.012733459472656,66.16728210449219,54.98177337646485,86.49824523925781,17.502479553222656,a823ba8483887264f0b3fbe465d48a37,male,168.5,74.2,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/a823ba8483887264f0b3fbe465d48a37.png
